Style,Clr,Style Descr,Clr Desc,Clr Abbr,Nrf Color,Sku,Sku Descr,Scale,Scale Abbr,Scale Pack Qty,Sku Ref1,Sku Ref2,Sku Ref3,Sku Ref4,Sku Ref5,Sku Season,Sku Active,Sold Out,Primary Color,Contrast Color,Accent Color,Other Color,Div,Grp,Body,Status,Season,Delivery,Master Style,Country,Duty Category,Duty Descr,Duty Type,Class,Vendor,Manf,Design Ref,Cloth Ref,Customer,Controller,Style Alias,Comm,Royalty Code,Royalty Code 2,Royalty Code 3,Invoice Descr,French Descr,Weight,Volume,Price,Pr High,Price C,Price D,Price E,Price F,Pr Low,Std Cost,Gp Value,Gp Pct,Markup Pct,Retail,Tax Category,Tax Category Descr,Type,Wash No,Ppk,Expires,Royalty Cost,Pack Qty,Wh,Freight Class,Nmfc Descr,Nmfc No,Nmfc Class,Product Type,Product Type Descr,Product Gender,Product Gender Descr,Style User1,Style User2,Style User3,Style User4,Style User5,Style Ref6,Style Ref7,Style Ref8,Style Ref9,Style Ref10,Style Ref11,Style Ref12,Style Ref13,Style Ref14,Style Ref15,Style Ref16,Style Ref17,Style Ref18,Style Ref19,Style Ref20,Sales Descr,Style Descr2,Project Id,Sales Comm Rate,Sales Comm For,Sales Price Comm1,Comm Rate1,Sales Price Comm2,Comm Rate2,Sales Price Comm3,Comm Rate3,Sales Price Comm4,Comm Rate4,Sales Price Comm5,Comm Rate5,Sales Price Comm6,Comm Rate6,Sales Price Comm7,Comm Rate7,Sales Price Comm8,Comm Rate8,Sales Price Comm9,Comm Rate9,Sales Price Comm10,Comm Rate10,Care Code
LG0001-AX,003,AE HARDSHELL LUGGAGE,BLACK,BLK,001,LG0001-AX   003,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG0001,,,,,TRVL,RUIAN,,,,STOCK,ABBY,,1400,,,,HARDSHELL LUGGAGE,,0,0,67,0,0,0,0,0,0,42.3,24.7,36.9,58.4,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 20,24,28,,,,,,,,,,,,,,,,,,,,,,,,
LG0001-EH-26,A01,EH LUGGAGE 20' ,28', 32',BLACK/PRINT,BLKPT,001,LG0001-EH-26A01,EH LUGGAGE 20' ,28', 32',lg,20..32,3,,,,,,C25,Y,N,,,,,LG,EH,,CUT,C25,,,,,,,TRVL,FLYONE,,,,ROSSSTORES,JILL,,1400,,,,EH LUGGAGE 20' ,28',,,0,0,34,0,0,0,0,0,0,23.8333,10.1667,29.9,42.7,0,,,,,P,,0,3,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0001-EH-26,BLT,EH LUGGAGE 20' ,28', 32',BLACK/PRINT,BLKPT,003,LG0001-EH-26BLT,EH LUGGAGE 20' ,28', 32',lu,20..32,3,,,,,,C25,Y,N,,,,,LG,EH,,CUT,C25,,,,,,,TRVL,FLYONE,,,,ROSSSTORES,JILL,,1400,,,,EH LUGGAGE 20' ,28',,,0,0,34,0,0,0,0,0,0,23.8333,10.1667,29.9,42.7,0,,,,,S,,0,0,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG00010-26-1,009,AE HARDSHELL LUGGAGE,PINK,PNK,650,LG00010-26-1009,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG00010,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 20,,,,,,,,,,,,,,,,,,,,,,,,
LG00010-26-2,009,AE HARDSHELL LUGGAGE,PINK,PNK,650,LG00010-26-2009,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG00010,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 24,,,,,,,,,,,,,,,,,,,,,,,,
LG00010-26-3,009,AE HARDSHELL LUGGAGE,PINK,PNK,650,LG00010-26-3009,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG00010,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 28,,,,,,,,,,,,,,,,,,,,,,,,
LG00010-AX,009,AE HARDSHELL LUGGAGE,PINK,PNK,650,LG00010-AX  009,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG00010,,,,,TRVL,RUIAN,,,,STOCK,ABBY,,1400,,,,HARDSHELL LUGGAGE,,0,0,67,0,0,0,0,0,0,42.3,24.7,36.9,58.4,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 20,24,28,,,,,,,,,,,,,,,,,,,,,,,,
LG00011-26-1,032,AE HARDSHELL LUGGAGE,BLUE,BL,400,LG00011-26-1032,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG00011,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 20,,,,,,,,,,,,,,,,,,,,,,,,
LG00011-26-2,032,AE HARDSHELL LUGGAGE,BLUE,BL,400,LG00011-26-2032,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG00011,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 24,,,,,,,,,,,,,,,,,,,,,,,,
LG00011-26-3,032,AE HARDSHELL LUGGAGE,BLUE,BL,400,LG00011-26-3032,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG00011,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 28,,,,,,,,,,,,,,,,,,,,,,,,
LG00011-AX,032,AE HARDSHELL LUGGAGE,BLUE,BL,400,LG00011-AX  032,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG00011,,,,,TRVL,RUIAN,,,,STOCK,ABBY,,1400,,,,HARDSHELL LUGGAGE,,0,0,67,0,0,0,0,0,0,58.4,8.6,12.8,14.7,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 20,24,28,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-110,524,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,ROSE GOLD,ROSGO,228,LG0002-110  524,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,lc,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0002,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,14.79,-4.79,-47.9,-32.4,0,,,,,S,,0,0,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-110,RG4,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,ROSE GOLD,ROSGO,228,LG0002-110  RG4,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,lh,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0002,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,14.79,-4.79,-47.9,-32.4,0,,,,,P,,0,3,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-26,524,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,ROSE GOLD,ROSGO,228,LG0002-26   524,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,lc,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0002,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,14.1,-4.1,-41,-29.1,0,,,,,S,,0,0,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-26,RG4,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,ROSE GOLD,ROSGO,228,LG0002-26   RG4,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,lh,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0002,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,14.1,-4.1,-41,-29.1,0,,,,,P,,0,3,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-26-1,524,AE HARDSHELL LUGGAGE,ROSE GOLD,ROSGO,228,LG0002-26-1 524,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG0002,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 20,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-26-2,524,AE HARDSHELL LUGGAGE,ROSE GOLD,ROSGO,228,LG0002-26-2 524,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG0002,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 24,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-26-3,524,AE HARDSHELL LUGGAGE,ROSE GOLD,ROSGO,228,LG0002-26-3 524,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG0002,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 28,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-26-E,524,CASSY LDP EXP ON 20', 24, 28' W/ EXPANSION,ROSE GOLD,ROSGO,228,LG0002-26-E 524,CASSY LDP EXP ON 20', 24, 28' W/ EXPANSION,lc,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0002,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,15.15,-5.15,-51.5,-34,0,,,,,S,,0,0,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-26-E,RG4,CASSY LDP EXP ON 20', 24, 28' W/ EXPANSION,ROSE GOLD,ROSGO,228,LG0002-26-E RG4,CASSY LDP EXP ON 20', 24, 28' W/ EXPANSION,lh,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0002,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,15.15,-5.15,-51.5,-34,0,,,,,P,,0,0,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-34-E1,524,AE HARDSHELL EXPANDABLE LUGGAGE,ROSE GOLD,ROSGO,228,LG0002-34-E1524,AE HARDSHELL EXPANDABLE LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG0002,,,,,TRVL,RUIAN,,,,TJXUK,ABBY,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 20,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-34-E2,524,AE HARDSHELL LUGGAGE,ROSE GOLD,ROSGO,228,LG0002-34-E2524,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG0002,,,,,TRVL,RUIAN,,,,TJXUK,ABBY,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 24,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-34-E3,524,AE HARDSHELL EXPANDABLE LUGGAGE,ROSE GOLD,ROSGO,228,LG0002-34-E3524,AE HARDSHELL EXPANDABLE LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG0002,,,,,TRVL,RUIAN,,,,TJXUK,ABBY,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 28,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-AX,228,AE HARDSHELL LUGGAGE,ROSEGOLD,ROSEG,228,LG0002-AX   228,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG0002,,,,,TRVL,RUIAN,,,,STOCK,ABBY,,1400,,,,HARDSHELL LUGGAGE,,0,0,67,0,0,0,0,0,0,42.3,24.7,36.9,58.4,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 20,24,28,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH,BIA,EH 8 WHEELS BLACK / PRINTED HARDSHELL LUGGAGE,BLACK/PRINT,BLKPT,001,LG0002-EH   BIA,EH 8 WHEELS BLACK / PRINTED HARDSHELL LUGGAGE,lg,20..32,3,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0002,,,,,TRVL,FLYONE,,,,TJMAXX,ABBY,,1400,,,,EH 8 WHEELS BLACK /,,0,0,33.33,0,0,0,0,0,0,27.6,5.73,17.2,20.8,0,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,PLASTIC,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH,BLT,EH 8 WHEELS BLACK / PRINTED HARDSHELL LUGGAGE,BLACK/PRINT,BLKPT,003,LG0002-EH   BLT,EH 8 WHEELS BLACK / PRINTED HARDSHELL LUGGAGE,lu,20..32,3,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0002,,,,,TRVL,FLYONE,,,,TJMAXX,ABBY,,1400,,,,EH 8 WHEELS BLACK /,,0,0,33.33,0,0,0,0,0,0,27.6,5.73,17.2,20.8,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,PLASTIC,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH,G01,EH 8 WHEELS BLACK / PRINTED HARDSHELL LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0002-EH   G01,EH 8 WHEELS BLACK / PRINTED HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0002,,,,,TRVL,FLYONE,,,,TJMAXX,ABBY,,1400,,,,EH 8 WHEELS BLACK /,,0,0,33.33,0,0,0,0,0,0,27.6,5.73,17.2,20.8,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,PLASTIC,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH-09,G01,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0002-EH-09G01,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,PC,PC,1,,,,,,H24,Y,N,,,,,LG,EH,,CUT,H24,,LG0002,,,,,TRVL,FLYONE,,,,STOCK,KATIE,,1400,,,,EH 8 WHEELS MULTI PR,,0,0,63,0,0,0,0,0,0,39,24,38.1,61.5,0,,,,,K,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH-1,G01,EH 8 WHEELS MULTI PRINT HS LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0002-EH-1 G01,EH 8 WHEELS MULTI PRINT HS LUGGAGE,PC,PC,1,,,,,,H24,Y,N,,,,,LG,EH,,CUT,H24,,LG0002,,,,,TRVL,FLYONE,,,,TJMAXX,ABBY,,1400,,,,EH 8 WHEELS MULTI PR,,0,0,33.3333,0,0,0,0,0,0,27.6,5.7333,17.2,20.8,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,PLASTIC,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH-2,G01,EH 8 WHEELS MULTI PRINT HS LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0002-EH-2 G01,EH 8 WHEELS MULTI PRINT HS LUGGAGE,PC,PC,1,,,,,,H24,Y,N,,,,,LG,EH,,CUT,H24,,LG0002,,,,,TRVL,FLYONE,,,,TJMAXX,ABBY,,1400,,,,EH 8 WHEELS MULTI PR,,0,0,33.3333,0,0,0,0,0,0,27.6,5.7333,17.2,20.8,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,PLASTIC,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 28,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH-26,BLT,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,BLACK/PRINT,BLKPT,003,LG0002-EH-26BLT,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,ld,20..28,2,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0002,,,,,TRVL,FLYONE,,,,ROSSSTORES,ABBY,,1400,,,,EH 8 WHEELS BLACK MU,,0,0,66,0,0,0,0,0,0,24.75,41.25,62.5,166.7,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,PLASTIC,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20"" & 28"",,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH-26,G01,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,BLACK/PRINT,BLKPT,001,LG0002-EH-26G01,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,le,20..28,2,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0002,,,,,TRVL,FLYONE,,,,ROSSSTORES,ABBY,,1400,,,,EH 8 WHEELS BLACK MU,,0,0,66,0,0,0,0,0,0,24.75,41.25,62.5,166.7,0,,,,,P,,0,2,PE,,,,,,,,,N/A,N/A,PLASTIC,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20"" & 28"",,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH-3,G01,EH 8 WHEELS BLACK / PRINTED HS LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0002-EH-3 G01,EH 8 WHEELS BLACK / PRINTED HS LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0002,,,,,TRVL,FLYONE,,,,TJMAXX,ABBY,,1400,,,,EH 8 WHEELS BLACK LG,,0,0,33.3333,0,0,0,0,0,0,27.6,5.7333,17.2,20.8,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,PLASTIC,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 32,,,,,,,,,,,,,,,,,,,,,,,,
LG0002-EH-42,G01,EH 8 WHEELS BLACK / PRINTED HARDSHELL LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0002-EH-42G01,EH 8 WHEELS BLACK / PRINTED HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,EH,,LINE,S25,,LG0002,,,,,TRVL,FLYONE,,,,STOCK,JILL,,1400,,,,EH 8 WHEELS BLACK /,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,K,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SET (SIZES: 20, 28, 32),,,,,,,,,,,,,,,,,,,,,,,,
LG0002EH42,BMU,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,BLK/MULTI(PRT.),BLMUL,,LG0002EH42  BMU,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,lz,20..28,2,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0002,,,,,TRVL,FLYONE,,,,STOCK,ABBY,,1400,,,,EH 8 WHEELS BLACK MU,,0,0,31.5,0,0,0,0,0,0,21.45,10.05,31.9,46.9,0,,,,,P,,0,2,PE,,,,,,,,,N/A,N/A,PVC,N/A,N/A,,,,,,,,,,,,,,,,,SIZES (20"" & 28""),,,,,,,,,,,,,,,,,,,,,,,,
LG0002EH42,G01,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,BLK/MULTI(PRT.),BLMUL,003,LG0002EH42  G01,EH 8 WHEELS BLACK MULTI PRINT LUGGAGE,lw,20..28,2,,,,,,S25,Y,N,,,,,LG,EH,,CUT,S25,,LG0002,,,,,TRVL,FLYONE,,,,STOCK,ABBY,,1400,,,,EH 8 WHEELS BLACK MU,,0,0,31.5,0,0,0,0,0,0,21.45,10.05,31.9,46.9,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,PVC,N/A,N/A,,,,,,,,,,,,,,,,,SIZES (20"" & 28""),,,,,,,,,,,,,,,,,,,,,,,,
LG0003-110,032,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,BLUE,BL,400,LG0003-110  032,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,lc,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0003,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,14.79,-4.79,-47.9,-32.4,0,,,,,S,,0,0,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0003-110,877,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,BLUE,BL,400,LG0003-110  877,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,lh,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0003,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,14.79,-4.79,-47.9,-32.4,0,,,,,P,,0,3,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0003-26,032,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,BLUE,BL,400,LG0003-26   032,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,lc,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0003,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,14.1,-4.1,-41,-29.1,0,,,,,S,,0,0,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0003-26,877,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,BLUE,BL,400,LG0003-26   877,CASSY LDP NON EXP ON 20', 24, 28' W/ EXPANSIO,lh,20..28,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,LG0003,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,CASSY LDP NON EXP ON,,0,0,10,0,0,0,0,0,0,14.1,-4.1,-41,-29.1,0,,,,,P,,0,3,PE,,,,,,,,,N/A,UNISEX,N/A,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG0003-26-1,032,AE HARDSHELL LUGGAGE,BLUE,BL,400,LG0003-26-1 032,AE HARDSHELL LUGGAGE,PC,PC,1,,,,,,S25,Y,N,,,,,LG,AE,,CUT,S25,,LG0003,,,,,TRVL,RUIAN,,,,ROSSSTORES,JILL,,1400,,,,HARDSHELL LUGGAGE,,0,0,14.1,0,0,0,0,0,0,0,14.1,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZES : 20,,,,,,,,,,,,,,,,,,,,,,,,
